No.	日付	海域	マス	出撃	ランク	敵艦隊	提督レベル	自陣形	敵陣形	自索敵	敵索敵	制空権	会敵	自触接	敵触接	自照明弾	敵照明弾	戦闘種別	艦名1	艦名2	艦名3	艦名4	艦名5	艦名6	自艦隊	巡目	攻撃艦	砲撃種別	砲撃回数	表示装備1	表示装備2	表示装備3	クリティカル	ダメージ	かばう	攻撃艦.編成順	攻撃艦.ID	攻撃艦.名前	攻撃艦.種別	攻撃艦.疲労	攻撃艦.残耐久	攻撃艦.最大耐久	攻撃艦.損傷	攻撃艦.残燃料	攻撃艦.最大燃料	攻撃艦.残弾薬	攻撃艦.最大弾薬	攻撃艦.Lv	攻撃艦.速力	攻撃艦.火力	攻撃艦.雷装	攻撃艦.対空	攻撃艦.装甲	攻撃艦.回避	攻撃艦.対潜	攻撃艦.索敵	攻撃艦.運	攻撃艦.射程	攻撃艦.装備1.名前	攻撃艦.装備1.改修	攻撃艦.装備1.熟練度	攻撃艦.装備1.搭載数	攻撃艦.装備2.名前	攻撃艦.装備2.改修	攻撃艦.装備2.熟練度	攻撃艦.装備2.搭載数	攻撃艦.装備3.名前	攻撃艦.装備3.改修	攻撃艦.装備3.熟練度	攻撃艦.装備3.搭載数	攻撃艦.装備4.名前	攻撃艦.装備4.改修	攻撃艦.装備4.熟練度	攻撃艦.装備4.搭載数	攻撃艦.装備5.名前	攻撃艦.装備5.改修	攻撃艦.装備5.熟練度	攻撃艦.装備5.搭載数	攻撃艦.装備6.名前	攻撃艦.装備6.改修	攻撃艦.装備6.熟練度	攻撃艦.装備6.搭載数	防御艦.編成順	防御艦.ID	防御艦.名前	防御艦.種別	防御艦.疲労	防御艦.残耐久	防御艦.最大耐久	防御艦.損傷	防御艦.残燃料	防御艦.最大燃料	防御艦.残弾薬	防御艦.最大弾薬	防御艦.Lv	防御艦.速力	防御艦.火力	防御艦.雷装	防御艦.対空	防御艦.装甲	防御艦.回避	防御艦.対潜	防御艦.索敵	防御艦.運	防御艦.射程	防御艦.装備1.名前	防御艦.装備1.改修	防御艦.装備1.熟練度	防御艦.装備1.搭載数	防御艦.装備2.名前	防御艦.装備2.改修	防御艦.装備2.熟練度	防御艦.装備2.搭載数	防御艦.装備3.名前	防御艦.装備3.改修	防御艦.装備3.熟練度	防御艦.装備3.搭載数	防御艦.装備4.名前	防御艦.装備4.改修	防御艦.装備4.熟練度	防御艦.装備4.搭載数	防御艦.装備5.名前	防御艦.装備5.改修	防御艦.装備5.熟練度	防御艦.装備5.搭載数	防御艦.装備6.名前	防御艦.装備6.改修	防御艦.装備6.熟練度	防御艦.装備6.搭載数	艦隊種類	敵艦隊種類
26	2023-08-18 11:21:02	タウイタウイ泊地沖	マップ:7-2 セル:11		勝利S	深海任務部隊 前衛哨戒群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字不利	零式水上偵察機11型乙(熟練)				砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	7	0	烈風改二戊型	彗星(江草隊)	流星改(一航戦/熟練)	1	126	0	2	156	大鳳改	装甲空母	91	59	78	小破未満	65	90	60	75	171	高速	63	15	121	85	85	12	108	7	短	彗星(江草隊)	0	7	28	流星改(一航戦/熟練)	0	7	22	烈風改二戊型	0	7	24	烈風改二戊型(一航戦/熟練)	0	7	8					12cm30連装噴進砲改二	10	0		5	1576	駆逐ロ級後期型	駆逐艦		7	37	大破		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
27	2023-08-18 11:21:02	タウイタウイ泊地沖	マップ:7-2 セル:11		勝利S	深海任務部隊 前衛哨戒群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字不利	零式水上偵察機11型乙(熟練)				砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0				1	8	0	3	157	龍驤改二	軽空母	51	57	57	小破未満	29	40	36	45	144	高速	42	22	70	62	86	10	106	18	短	九七式艦攻(友永隊)	0	7	17	九七式艦攻(友永隊)	0	3	26	零戦52型丙(八幡部隊)	4	7	6	零戦52型丙(八幡部隊)	0	7	3									1	1527	重巡リ級 flagship	重巡洋艦		76	76	小破未満		0		0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲				6inch連装速射砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
28	2023-08-18 11:21:02	タウイタウイ泊地沖	マップ:7-2 セル:11		勝利S	深海任務部隊 前衛哨戒群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字不利	零式水上偵察機11型乙(熟練)				砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	6	0	零式水上偵察機11型乙(熟練)	46cm三連装砲改	46cm三連装砲改	1	129	1	1	724	Jean Bart改	戦艦	92	96	96	小破未満	72	100	104	130	143	高速	164	0	89	100	88	8	77	27	超長	46cm三連装砲改	10	0	3	46cm三連装砲改	10	0	3	零式水上偵察機11型乙(熟練)	0	7	3	一式徹甲弾改	10	0	3									2	1555	軽巡ヘ級 flagship	軽巡洋艦		57	57	小破未満		0		0	1	高速	51	80	34	39	0	17	5	0	中	6inch連装速射砲				深海棲艦偵察機				深海爆雷投射機				深海ソナー												通常艦隊	通常艦隊
29	2023-08-18 11:21:02	タウイタウイ泊地沖	マップ:7-2 セル:11		勝利S	深海任務部隊 前衛哨戒群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字不利	零式水上偵察機11型乙(熟練)				砲撃戦	重巡リ級	軽巡ヘ級	軽巡ホ級	駆逐ロ級後期型	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0	8inch三連装砲			0	0	0	1	1527	重巡リ級 flagship	重巡洋艦		68	76	小破未満		0		0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲				6inch連装速射砲				高速深海魚雷				深海棲艦偵察機												5	567	不知火改二	駆逐艦	61	38	38	小破未満	11	15	16	20	173	高速	76	93	92	55	129	98	75	28	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	2	0	0									熟練見張員	0	0		通常艦隊	通常艦隊
30	2023-08-18 11:21:02	タウイタウイ泊地沖	マップ:7-2 セル:11		勝利S	深海任務部隊 前衛哨戒群	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字不利	零式水上偵察機11型乙(熟練)				砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	7	0	烈風改二戊型	彗星(江草隊)	流星改(一航戦/熟練)	1	92	0	2	156	大鳳改	装甲空母	91	59	78	小破未満	65	90	60	75	171	高速	63	15	121	85	85	12	108	7	短	彗星(江草隊)	0	7	28	流星改(一航戦/熟練)	0	7	22	烈風改二戊型	0	7	24	烈風改二戊型(一航戦/熟練)	0	7	8					12cm30連装噴進砲改二	10	0		1	1527	重巡リ級 flagship	重巡洋艦		68	76	小破未満		0		0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲				6inch連装速射砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
31	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	46cm三連装砲改			1	88	0	1	724	Jean Bart改	戦艦	100	96	96	小破未満	52	100	78	130	143	高速	164	0	89	100	88	8	77	27	超長	46cm三連装砲改	10	0	3	46cm三連装砲改	10	0	3	零式水上偵察機11型乙(熟練)	0	7	3	一式徹甲弾改	10	0	3									6	1576	駆逐ロ級後期型	駆逐艦		37	37	小破未満		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
32	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	空母ヲ級改	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0	5inch連装両用莢砲			0	0	1	4	1592	軽巡ツ級 elite	軽巡洋艦		66	66	小破未満		0		0	1	高速	68	92	115	68	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												2	156	大鳳改	装甲空母	92	59	78	小破未満	47	90	45	75	171	高速	63	15	121	85	85	12	108	7	短	彗星(江草隊)	0	7	27	流星改(一航戦/熟練)	0	7	21	烈風改二戊型	0	7	23	烈風改二戊型(一航戦/熟練)	0	7	8					12cm30連装噴進砲改二	10	0		通常艦隊	通常艦隊
33	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	20.3cm(3号)連装砲			2	43	0	4	188	利根改二	航空巡洋艦	52	55	66	小破未満	26	50	39	65	143	高速	104	82	97	80	106	6	128	21	中	20.3cm(3号)連装砲	10	0	2	20.3cm(3号)連装砲	10	0	2	試製晴嵐	0	7	8	強風改	10	7	6									2	1764	軽母ヌ級 flagship	軽空母		52	84	小破		0		0	1	低速	18	16	71	70	4	22	23	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海対空レーダ―												通常艦隊	通常艦隊
34	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	空母ヲ級改	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0	8inch三連装砲			0	0	0	3	1595	重巡ネ級 elite	重巡洋艦		88	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												4	188	利根改二	航空巡洋艦	52	55	66	小破未満	26	50	39	65	143	高速	104	82	97	80	106	6	128	21	中	20.3cm(3号)連装砲	10	0	2	20.3cm(3号)連装砲	10	0	2	試製晴嵐	0	7	8	強風改	10	7	6									通常艦隊	通常艦隊
35	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	4	0	5	567	不知火改二	駆逐艦	62	38	38	小破未満	8	15	12	20	173	高速	76	93	92	55	129	98	75	28	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	2	0	0									熟練見張員	0	0		4	1592	軽巡ツ級 elite	軽巡洋艦		66	66	小破未満		0		0	1	高速	68	92	115	68	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												通常艦隊	通常艦隊
36	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	5	1	6	195	綾波改二	駆逐艦	52	15	37	中破	8	15	12	20	171	高速	84	91	80	55	128	92	84	44	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	0	0	0									熟練見張員	0	0		3	1595	重巡ネ級 elite	重巡洋艦		88	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
37	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0				0	0	1	3	157	龍驤改二	軽空母	52	57	57	小破未満	21	40	27	45	144	高速	42	22	70	62	86	10	106	18	短	九七式艦攻(友永隊)	0	7	17	九七式艦攻(友永隊)	0	3	25	零戦52型丙(八幡部隊)	4	7	6	零戦52型丙(八幡部隊)	0	7	3									4	1592	軽巡ツ級 elite	軽巡洋艦		62	66	小破未満		0		0	1	高速	68	92	115	68	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												通常艦隊	通常艦隊
38	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	空母ヲ級改	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0	5inch連装砲			0	0	0	5	1576	駆逐ロ級後期型	駆逐艦		14	37	中破		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																6	195	綾波改二	駆逐艦	52	15	37	中破	8	15	12	20	171	高速	84	91	80	55	128	92	84	44	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	0	0	0									熟練見張員	0	0		通常艦隊	通常艦隊
39	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0				1	89	0	2	156	大鳳改	装甲空母	92	59	78	小破未満	47	90	45	75	171	高速	63	15	121	85	85	12	108	7	短	彗星(江草隊)	0	7	27	流星改(一航戦/熟練)	0	7	21	烈風改二戊型	0	7	23	烈風改二戊型(一航戦/熟練)	0	7	8					12cm30連装噴進砲改二	10	0		5	1576	駆逐ロ級後期型	駆逐艦		14	37	中破		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
40	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	空母ヲ級改	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0				0	0	0	1	1618	空母ヲ級改 flagship	正規空母		160	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												2	156	大鳳改	装甲空母	92	59	78	小破未満	47	90	45	75	171	高速	63	15	121	85	85	12	108	7	短	彗星(江草隊)	0	7	27	流星改(一航戦/熟練)	0	7	21	烈風改二戊型	0	7	23	烈風改二戊型(一航戦/熟練)	0	7	8					12cm30連装噴進砲改二	10	0		通常艦隊	通常艦隊
41	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	0	0	46cm三連装砲改			1	33	0	1	724	Jean Bart改	戦艦	100	96	96	小破未満	52	100	78	130	143	高速	164	0	89	100	88	8	77	27	超長	46cm三連装砲改	10	0	3	46cm三連装砲改	10	0	3	零式水上偵察機11型乙(熟練)	0	7	3	一式徹甲弾改	10	0	3									3	1595	重巡ネ級 elite	重巡洋艦		83	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
42	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	空母ヲ級改	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0				0	0	0	1	1618	空母ヲ級改 flagship	正規空母		160	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												3	157	龍驤改二	軽空母	52	57	57	小破未満	21	40	27	45	144	高速	42	22	70	62	86	10	106	18	短	九七式艦攻(友永隊)	0	7	17	九七式艦攻(友永隊)	0	3	25	零戦52型丙(八幡部隊)	4	7	6	零戦52型丙(八幡部隊)	0	7	3									通常艦隊	通常艦隊
43	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	0	0				2	173	1	2	156	大鳳改	装甲空母	92	59	78	小破未満	47	90	45	75	171	高速	63	15	121	85	85	12	108	7	短	彗星(江草隊)	0	7	27	流星改(一航戦/熟練)	0	7	21	烈風改二戊型	0	7	23	烈風改二戊型(一航戦/熟練)	0	7	8					12cm30連装噴進砲改二	10	0		4	1592	軽巡ツ級 elite	軽巡洋艦		62	66	小破未満		0		0	1	高速	68	92	115	68	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												通常艦隊	通常艦隊
44	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	0	0				1	12	0	3	157	龍驤改二	軽空母	52	57	57	小破未満	21	40	27	45	144	高速	42	22	70	62	86	10	106	18	短	九七式艦攻(友永隊)	0	7	17	九七式艦攻(友永隊)	0	3	25	零戦52型丙(八幡部隊)	4	7	6	零戦52型丙(八幡部隊)	0	7	3									1	1618	空母ヲ級改 flagship	正規空母		160	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
45	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	空母ヲ級改	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0	8inch三連装砲			1	1	0	3	1595	重巡ネ級 elite	重巡洋艦		50	88	小破		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												6	195	綾波改二	駆逐艦	52	15	37	中破	8	15	12	20	171	高速	84	91	80	55	128	92	84	44	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	0	0	0									熟練見張員	0	0		通常艦隊	通常艦隊
46	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	0	0	20.3cm(3号)連装砲			1	17	0	4	188	利根改二	航空巡洋艦	52	55	66	小破未満	26	50	39	65	143	高速	104	82	97	80	106	6	128	21	中	20.3cm(3号)連装砲	10	0	2	20.3cm(3号)連装砲	10	0	2	試製晴嵐	0	7	8	強風改	10	7	6									1	1618	空母ヲ級改 flagship	正規空母		148	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
47	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	0	0	10cm連装高角砲+高射装置			1	11	0	5	567	不知火改二	駆逐艦	62	38	38	小破未満	8	15	12	20	173	高速	76	93	92	55	129	98	75	28	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	2	0	0									熟練見張員	0	0		1	1618	空母ヲ級改 flagship	正規空母		131	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
48	2023-08-18 11:22:49	タウイタウイ泊地沖	マップ:7-2 セル:15	ボス	勝利S	深海任務部隊 主力機動部隊群	120	単縦陣	輪形陣	発見!	発見!	航空互角	Ｔ字不利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	2	自軍	0	0	10cm連装高角砲+高射装置			2	0	0	6	195	綾波改二	駆逐艦	52	14	37	中破	8	15	12	20	171	高速	84	91	80	55	128	92	84	44	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	0	0	0									熟練見張員	0	0		2	1764	軽母ヌ級 flagship	軽空母		9	84	大破		0		0	1	低速	18	16	71	70	4	22	23	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海対空レーダ―												通常艦隊	通常艦隊
49	2023-08-18 11:26:36	タウイタウイ泊地沖	マップ:7-2 セル:2	出撃	勝利S	深海任務部隊 前方侵入水雷戦隊	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字有利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	6	0	零式水上偵察機11型乙(熟練)	46cm三連装砲改	46cm三連装砲改	1	292	0	1	724	Jean Bart改	戦艦	85	96	96	小破未満	100	100	130	130	143	高速	164	0	89	100	88	8	77	27	超長	46cm三連装砲改	10	0	3	46cm三連装砲改	10	0	3	零式水上偵察機11型乙(熟練)	0	7	3	一式徹甲弾改	10	0	3									4	1576	駆逐ロ級後期型	駆逐艦		37	37	小破未満		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
50	2023-08-18 11:26:36	タウイタウイ泊地沖	マップ:7-2 セル:2	出撃	勝利S	深海任務部隊 前方侵入水雷戦隊	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字有利					砲撃戦	軽巡ヘ級	軽巡ホ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0	6inch連装速射砲			0	0	0	1	1555	軽巡ヘ級 flagship	軽巡洋艦		57	57	小破未満		0		0	1	高速	51	80	34	39	0	17	5	0	中	6inch連装速射砲				深海棲艦偵察機				深海爆雷投射機				深海ソナー												4	188	利根改二	航空巡洋艦	45	55	66	小破未満	50	50	65	65	143	高速	104	82	97	80	106	6	128	21	中	20.3cm(3号)連装砲	10	0	2	20.3cm(3号)連装砲	10	0	2	試製晴嵐	0	7	9	強風改	10	7	6									通常艦隊	通常艦隊
51	2023-08-18 11:26:36	タウイタウイ泊地沖	マップ:7-2 セル:2	出撃	勝利S	深海任務部隊 前方侵入水雷戦隊	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字有利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	21	0	6	195	綾波改二	駆逐艦	45	12	37	中破	15	15	20	20	171	高速	84	91	80	55	128	92	84	44	中	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0	GFCS Mk.37	0	0	0									熟練見張員	0	0		3	1592	軽巡ツ級 elite	軽巡洋艦		14	66	大破		0		0	1	高速	68	92	115	68	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												通常艦隊	通常艦隊
52	2023-08-18 11:26:36	タウイタウイ泊地沖	マップ:7-2 セル:2	出撃	勝利S	深海任務部隊 前方侵入水雷戦隊	120	単縦陣	単縦陣	発見!	発見!	制空権確保	Ｔ字有利					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	20.3cm(3号)連装砲			1	108	0	4	188	利根改二	航空巡洋艦	45	55	66	小破未満	50	50	65	65	143	高速	104	82	97	80	106	6	128	21	中	20.3cm(3号)連装砲	10	0	2	20.3cm(3号)連装砲	10	0	2	試製晴嵐	0	7	9	強風改	10	7	6									1	1555	軽巡ヘ級 flagship	軽巡洋艦		57	57	小破未満		0		0	1	高速	51	80	34	39	0	17	5	0	中	6inch連装速射砲				深海棲艦偵察機				深海爆雷投射機				深海ソナー												通常艦隊	通常艦隊
53	2023-08-18 11:27:50	タウイタウイ泊地沖	マップ:7-2 セル:9		勝利S	セレベス海方面哨戒潜水艦 I群	120	単横陣	単横陣	発見!	発見!(索敵機なし)	制空権確保	同航戦					砲撃戦	Jean Bart改	大鳳改	龍驤改二	利根改二	不知火改二	綾波改二	通常艦隊	1	自軍	0	0	試製晴嵐			2	27	1	4	188	利根改二	航空巡洋艦	46	55	66	小破未満	40	50	52	65	143	高速	104	82	97	80	106	6	128	21	中	20.3cm(3号)連装砲	10	0	2	20.3cm(3号)連装砲	10	0	2	試製晴嵐	0	7	9	強風改	10	7	6									3	1530	潜水カ級	潜水艦		19	19	小破未満		0		0	50	低速	0	46	0	7	0	0	0	0	短	21inch魚雷前期型				21inch魚雷前期型																				通常艦隊	通常艦隊
