No.	日付	海域	マス	出撃	ランク	敵艦隊	提督レベル	自陣形	敵陣形	自索敵	敵索敵	制空権	会敵	自触接	敵触接	自照明弾	敵照明弾	戦闘種別	艦名1	艦名2	艦名3	艦名4	艦名5	艦名6	自艦隊	巡目	攻撃艦	砲撃種別	砲撃回数	表示装備1	表示装備2	表示装備3	クリティカル	ダメージ	かばう	攻撃艦.編成順	攻撃艦.ID	攻撃艦.名前	攻撃艦.種別	攻撃艦.疲労	攻撃艦.残耐久	攻撃艦.最大耐久	攻撃艦.損傷	攻撃艦.残燃料	攻撃艦.最大燃料	攻撃艦.残弾薬	攻撃艦.最大弾薬	攻撃艦.Lv	攻撃艦.速力	攻撃艦.火力	攻撃艦.雷装	攻撃艦.対空	攻撃艦.装甲	攻撃艦.回避	攻撃艦.対潜	攻撃艦.索敵	攻撃艦.運	攻撃艦.射程	攻撃艦.装備1.名前	攻撃艦.装備1.改修	攻撃艦.装備1.熟練度	攻撃艦.装備1.搭載数	攻撃艦.装備2.名前	攻撃艦.装備2.改修	攻撃艦.装備2.熟練度	攻撃艦.装備2.搭載数	攻撃艦.装備3.名前	攻撃艦.装備3.改修	攻撃艦.装備3.熟練度	攻撃艦.装備3.搭載数	攻撃艦.装備4.名前	攻撃艦.装備4.改修	攻撃艦.装備4.熟練度	攻撃艦.装備4.搭載数	攻撃艦.装備5.名前	攻撃艦.装備5.改修	攻撃艦.装備5.熟練度	攻撃艦.装備5.搭載数	攻撃艦.装備6.名前	攻撃艦.装備6.改修	攻撃艦.装備6.熟練度	攻撃艦.装備6.搭載数	防御艦.編成順	防御艦.ID	防御艦.名前	防御艦.種別	防御艦.疲労	防御艦.残耐久	防御艦.最大耐久	防御艦.損傷	防御艦.残燃料	防御艦.最大燃料	防御艦.残弾薬	防御艦.最大弾薬	防御艦.Lv	防御艦.速力	防御艦.火力	防御艦.雷装	防御艦.対空	防御艦.装甲	防御艦.回避	防御艦.対潜	防御艦.索敵	防御艦.運	防御艦.射程	防御艦.装備1.名前	防御艦.装備1.改修	防御艦.装備1.熟練度	防御艦.装備1.搭載数	防御艦.装備2.名前	防御艦.装備2.改修	防御艦.装備2.熟練度	防御艦.装備2.搭載数	防御艦.装備3.名前	防御艦.装備3.改修	防御艦.装備3.熟練度	防御艦.装備3.搭載数	防御艦.装備4.名前	防御艦.装備4.改修	防御艦.装備4.熟練度	防御艦.装備4.搭載数	防御艦.装備5.名前	防御艦.装備5.改修	防御艦.装備5.熟練度	防御艦.装備5.搭載数	防御艦.装備6.名前	防御艦.装備6.改修	防御艦.装備6.熟練度	防御艦.装備6.搭載数	艦隊種類	敵艦隊種類
59	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	15	0	4	537	涼月改	駆逐艦	35	34	43	小破未満	19	20	25	25	149	高速	65	52	150	55	119	92	81	43	中	SK+SG レーダー	3	0	0	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0													1	1618	空母ヲ級改 flagship	正規空母		160	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
60	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	0	0				1	15	0	2	547	多摩改二	軽巡洋艦	60	52	52	小破未満	23	25	30	30	136	高速	61	91	87	70	100	114	82	18	短	Ro.44水上戦闘機	0	7	1	Ro.44水上戦闘機	0	7	1	四式水中聴音機	0	0	1													1	1618	空母ヲ級改 flagship	正規空母		145	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
61	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	空母ヲ級改	戦艦タ級	軽巡ツ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0				0	0	0	1	1618	空母ヲ級改 flagship	正規空母		130	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												1	576	Nelson改	戦艦	74	98	98	小破未満	88	95	175	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		通常艦隊	通常艦隊
62	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	0	0	41cm三連装砲改二			1	3	0	1	576	Nelson改	戦艦	74	98	98	小破未満	88	95	175	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		2	1543	戦艦タ級 flagship	戦艦		63	90	小破		0		0	1	高速	125	0	81	96	0	1	15	0	長	16inch三連装砲				16inch三連装砲				深海棲艦偵察機				水上レーダ― Mark.II												通常艦隊	通常艦隊
63	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	空母ヲ級改	戦艦タ級	軽巡ツ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0				0	0	0	1	1618	空母ヲ級改 flagship	正規空母		130	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												1	576	Nelson改	戦艦	74	98	98	小破未満	88	95	175	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		通常艦隊	通常艦隊
64	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	0	0				1	10	0	2	547	多摩改二	軽巡洋艦	60	52	52	小破未満	23	25	30	30	136	高速	61	91	87	70	100	114	82	18	短	Ro.44水上戦闘機	0	7	1	Ro.44水上戦闘機	0	7	1	四式水中聴音機	0	0	1													1	1618	空母ヲ級改 flagship	正規空母		130	160	小破未満		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
65	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	空母ヲ級改	戦艦タ級	軽巡ツ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0	16inch三連装砲			0	0	1	2	1543	戦艦タ級 flagship	戦艦		60	90	小破		0		0	1	高速	125	0	81	96	0	1	15	0	長	16inch三連装砲				16inch三連装砲				深海棲艦偵察機				水上レーダ― Mark.II												5	553	伊勢改二	航空戦艦	35	79	86	小破未満	102	110	145	145	154	低速	152	0	139	99	111	7	105	46	超長	46cm三連装砲改	10	0	2	46cm三連装砲改	10	0	2	震電改	0	7	22	零式艦戦53型(岩本隊)	10	7	21	瑞雲改二(六三四空)	10	7	9	12cm30連装噴進砲改二	10	0		通常艦隊	通常艦隊
66	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	2	0	試製51cm三連装砲	46cm三連装砲改		1	36	0	3	916	大和改二重	航空戦艦	79	107	107	小破未満	276	300	400	400	136	低速	239	0	120	133	78	74	101	25	超長	試製51cm三連装砲	0	0	2	46cm三連装砲改	8	0	2	強風改	10	7	8	試製 夜間瑞雲(攻撃装備)	0	7	22	一式徹甲弾改	10	0	2	15m二重測距儀改+21号電探改二+熟練射撃指揮所	0	0		1	1618	空母ヲ級改 flagship	正規空母		120	160	小破		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
67	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	2	1	試製51cm三連装砲	46cm三連装砲改		1	69	0	3	916	大和改二重	航空戦艦	79	107	107	小破未満	276	300	400	400	136	低速	239	0	120	133	78	74	101	25	超長	試製51cm三連装砲	0	0	2	46cm三連装砲改	8	0	2	強風改	10	7	8	試製 夜間瑞雲(攻撃装備)	0	7	22	一式徹甲弾改	10	0	2	15m二重測距儀改+21号電探改二+熟練射撃指揮所	0	0		1	1618	空母ヲ級改 flagship	正規空母		84	160	小破		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
68	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	0	0	10cm連装高角砲+高射装置			1	1	0	4	537	涼月改	駆逐艦	35	34	43	小破未満	19	20	25	25	149	高速	65	52	150	55	119	92	81	43	中	SK+SG レーダー	3	0	0	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0													1	1618	空母ヲ級改 flagship	正規空母		15	160	大破		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
69	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	0	0	46cm三連装砲改			1	1	0	5	553	伊勢改二	航空戦艦	35	79	86	小破未満	102	110	145	145	154	低速	152	0	139	99	111	7	105	46	超長	46cm三連装砲改	10	0	2	46cm三連装砲改	10	0	2	震電改	0	7	22	零式艦戦53型(岩本隊)	10	7	21	瑞雲改二(六三四空)	10	7	9	12cm30連装噴進砲改二	10	0		1	1618	空母ヲ級改 flagship	正規空母		14	160	大破		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
70	2023-08-17 13:42:20	KW環礁沖海域	マップ:6-5 セル:14		勝利A	先遣任務部隊	120	複縦陣	輪形陣	発見!	発見!	航空優勢	Ｔ字不利					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	0	0	20.3cm(3号)連装砲			1	1	0	6	428	摩耶改二	重巡洋艦	41	64	64	小破未満	42	45	80	80	137	高速	95	86	126	78	99	0	88	57	中	20.3cm(3号)連装砲	0	0	3	32号対水上電探	0	0	3	FuMO25 レーダー	0	0	3	照明弾	0	0	3					25mm三連装機銃 集中配備	10	0		1	1618	空母ヲ級改 flagship	正規空母		13	160	大破		0		0	1	高速	40	32	112	120	2	26	17	0	超短	深海猫艦戦改				深海地獄艦爆改				深海復讐艦攻改				深海復讐艦攻改												通常艦隊	通常艦隊
71	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	2	0	46cm三連装砲改	46cm三連装砲改		1	100	0	5	553	伊勢改二	航空戦艦	35	79	86	小破未満	80	110	116	145	154	低速	152	0	139	99	111	7	105	46	超長	46cm三連装砲改	10	0	2	46cm三連装砲改	10	0	2	震電改	0	7	20	零式艦戦53型(岩本隊)	10	7	19	瑞雲改二(六三四空)	10	7	6	12cm30連装噴進砲改二	10	0		4	1591	軽巡ツ級	軽巡洋艦		48	48	小破未満		0		0	1	高速	62	84	107	55	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												通常艦隊	通常艦隊
72	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	2	1	46cm三連装砲改	46cm三連装砲改		1	0	0	5	553	伊勢改二	航空戦艦	35	79	86	小破未満	80	110	116	145	154	低速	152	0	139	99	111	7	105	46	超長	46cm三連装砲改	10	0	2	46cm三連装砲改	10	0	2	震電改	0	7	20	零式艦戦53型(岩本隊)	10	7	19	瑞雲改二(六三四空)	10	7	6	12cm30連装噴進砲改二	10	0		4	1591	軽巡ツ級	軽巡洋艦		0	48	轟沈		0		0	1	高速	62	84	107	55	0	17	5	0	中	5inch連装両用莢砲				5inch連装両用莢砲				深海ソナー Mk.II				深海棲艦偵察機												通常艦隊	通常艦隊
73	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	2	0	試製51cm三連装砲	46cm三連装砲改		1	218	0	3	916	大和改二重	航空戦艦	89	107	107	小破未満	216	300	320	400	136	低速	239	0	120	133	78	74	101	25	超長	試製51cm三連装砲	0	0	2	46cm三連装砲改	8	0	2	強風改	10	7	8	試製 夜間瑞雲(攻撃装備)	0	7	18	一式徹甲弾改	10	0	2	15m二重測距儀改+21号電探改二+熟練射撃指揮所	0	0		6	1576	駆逐ロ級後期型	駆逐艦		37	37	小破未満		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
74	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	2	1	試製51cm三連装砲	46cm三連装砲改		1	220	0	3	916	大和改二重	航空戦艦	89	107	107	小破未満	216	300	320	400	136	低速	239	0	120	133	78	74	101	25	超長	試製51cm三連装砲	0	0	2	46cm三連装砲改	8	0	2	強風改	10	7	8	試製 夜間瑞雲(攻撃装備)	0	7	18	一式徹甲弾改	10	0	2	15m二重測距儀改+21号電探改二+熟練射撃指揮所	0	0		6	1576	駆逐ロ級後期型	駆逐艦		0	37	轟沈		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
75	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	軽母ヌ級	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0	8inch三連装砲			0	0	0	3	1595	重巡ネ級 elite	重巡洋艦		88	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												2	547	多摩改二	軽巡洋艦	60	52	52	小破未満	18	25	24	30	136	高速	61	91	87	70	100	114	82	18	短	Ro.44水上戦闘機	0	7	1	Ro.44水上戦闘機	0	7	1	四式水中聴音機	0	0	1													通常艦隊	通常艦隊
76	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	2	0	41cm三連装砲改二	41cm三連装砲改二		2	217	1	1	576	Nelson改	戦艦	77	98	98	小破未満	69	95	140	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		2	1560	軽母ヌ級 flagship	軽空母		84	84	小破未満		0		0	1	低速	18	6	41	70	0	8	5	0	超短	深海棲艦戦 Mark.II				深海棲艦爆 Mark.II				深海棲艦爆 Mark.II				深海棲艦攻 Mark.II												通常艦隊	通常艦隊
77	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	2	1	41cm三連装砲改二	41cm三連装砲改二		1	135	1	1	576	Nelson改	戦艦	77	98	98	小破未満	69	95	140	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		2	1560	軽母ヌ級 flagship	軽空母		0	84	轟沈		0		0	1	低速	18	6	41	70	0	8	5	0	超短	深海棲艦戦 Mark.II				深海棲艦爆 Mark.II				深海棲艦爆 Mark.II				深海棲艦攻 Mark.II												通常艦隊	通常艦隊
78	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	軽母ヌ級	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0	5inch連装砲			0	0	0	5	1576	駆逐ロ級後期型	駆逐艦		37	37	小破未満		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																4	537	涼月改	駆逐艦	35	34	43	小破未満	15	20	20	25	149	高速	65	52	150	55	119	92	81	43	中	SK+SG レーダー	3	0	0	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0													通常艦隊	通常艦隊
79	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	0	0	20.3cm(3号)連装砲			1	11	1	6	428	摩耶改二	重巡洋艦	41	64	64	小破未満	33	45	64	80	137	高速	95	86	126	78	99	0	88	57	中	20.3cm(3号)連装砲	0	0	3	32号対水上電探	0	0	3	FuMO25 レーダー	0	0	3	照明弾	0	0	3					25mm三連装機銃 集中配備	10	0		3	1595	重巡ネ級 elite	重巡洋艦		88	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
80	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	0	0	10cm連装高角砲+高射装置			1	7	0	4	537	涼月改	駆逐艦	35	34	43	小破未満	15	20	20	25	149	高速	65	52	150	55	119	92	81	43	中	SK+SG レーダー	3	0	0	10cm連装高角砲+高射装置	10	0	0	10cm連装高角砲+高射装置	10	0	0													1	1560	軽母ヌ級 flagship	軽空母		84	84	小破未満		0		0	1	低速	18	6	41	70	0	8	5	0	超短	深海棲艦戦 Mark.II				深海棲艦爆 Mark.II				深海棲艦爆 Mark.II				深海棲艦攻 Mark.II												通常艦隊	通常艦隊
81	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	軽母ヌ級	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	1	敵軍	0	0				1	4	0	1	1560	軽母ヌ級 flagship	軽空母		77	84	小破未満		0		0	1	低速	18	6	41	70	0	8	5	0	超短	深海棲艦戦 Mark.II				深海棲艦爆 Mark.II				深海棲艦爆 Mark.II				深海棲艦攻 Mark.II												2	547	多摩改二	軽巡洋艦	60	52	52	小破未満	18	25	24	30	136	高速	61	91	87	70	100	114	82	18	短	Ro.44水上戦闘機	0	7	1	Ro.44水上戦闘機	0	7	1	四式水中聴音機	0	0	1													通常艦隊	通常艦隊
82	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	1	自軍	0	0				1	7	1	2	547	多摩改二	軽巡洋艦	60	48	52	小破未満	18	25	24	30	136	高速	61	91	87	70	100	114	82	18	短	Ro.44水上戦闘機	0	7	1	Ro.44水上戦闘機	0	7	1	四式水中聴音機	0	0	1													3	1595	重巡ネ級 elite	重巡洋艦		77	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
83	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	2	0	41cm三連装砲改二	41cm三連装砲改二		1	170	0	1	576	Nelson改	戦艦	77	98	98	小破未満	69	95	140	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		5	1576	駆逐ロ級後期型	駆逐艦		37	37	小破未満		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
84	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	2	1	41cm三連装砲改二	41cm三連装砲改二		1	169	0	1	576	Nelson改	戦艦	77	98	98	小破未満	69	95	140	175	155	低速	181	0	113	104	81	9	74	32	長	41cm三連装砲改二	6	0	1	41cm三連装砲改二	6	0	1	Swordfish Mk.II改(水偵型)	0	7	2	一式徹甲弾改	10	0	2					三式弾改二	10	0		5	1576	駆逐ロ級後期型	駆逐艦		0	37	轟沈		0		0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲				深海ソナー Mk.II				深海爆雷投射機																通常艦隊	通常艦隊
85	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	軽母ヌ級	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0				0	0	0	1	1560	軽母ヌ級 flagship	軽空母		77	84	小破未満		0		0	1	低速	18	6	41	70	0	8	5	0	超短	深海棲艦戦 Mark.II				深海棲艦爆 Mark.II				深海棲艦爆 Mark.II				深海棲艦攻 Mark.II												5	553	伊勢改二	航空戦艦	35	79	86	小破未満	80	110	116	145	154	低速	152	0	139	99	111	7	105	46	超長	46cm三連装砲改	10	0	2	46cm三連装砲改	10	0	2	震電改	0	7	20	零式艦戦53型(岩本隊)	10	7	19	瑞雲改二(六三四空)	10	7	6	12cm30連装噴進砲改二	10	0		通常艦隊	通常艦隊
86	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	Nelson改	多摩改二	大和改二重	涼月改	伊勢改二	摩耶改二	通常艦隊	2	自軍	0	0				0	0	1	2	547	多摩改二	軽巡洋艦	60	48	52	小破未満	18	25	24	30	136	高速	61	91	87	70	100	114	82	18	短	Ro.44水上戦闘機	0	7	1	Ro.44水上戦闘機	0	7	1	四式水中聴音機	0	0	1													3	1595	重巡ネ級 elite	重巡洋艦		70	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												通常艦隊	通常艦隊
87	2023-08-17 13:44:33	KW環礁沖海域	マップ:6-5 セル:4		勝利S	深海護衛空母部隊 B群	120	単縦陣	輪形陣	発見!	発見!	制空権確保	反航戦					砲撃戦	軽母ヌ級	軽母ヌ級	重巡ネ級	軽巡ツ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	2	敵軍	0	0	8inch三連装砲			1	9	0	3	1595	重巡ネ級 elite	重巡洋艦		70	88	小破未満		0		0	1	高速	95	84	84	89	0	1	5	0	中	8inch三連装砲				8inch三連装砲				高速深海魚雷				深海棲艦偵察機												5	553	伊勢改二	航空戦艦	35	79	86	小破未満	80	110	116	145	154	低速	152	0	139	99	111	7	105	46	超長	46cm三連装砲改	10	0	2	46cm三連装砲改	10	0	2	震電改	0	7	20	零式艦戦53型(岩本隊)	10	7	19	瑞雲改二(六三四空)	10	7	6	12cm30連装噴進砲改二	10	0		通常艦隊	通常艦隊
